name,feature,location,regional_c,map_reference,dms_latitude,dms_longitude,utm_northing,utm_easting,object_id,latitude,longitude
Determination,Locality,"L.b. Barama r., l.b. Waini r., 346 km or 215 mi. up.",11111,9NW,"7° 20' 14"" N","60° 26' 47"" W",812512,119369,4316,7.337400000000001,-60.4467
Deutichem,Estate,"R.b. Berbice r., 14 km or 8 ½ mi. from New Amsterdam.",611222,29SE,"6° 9' 58"" N","57° 34' 29"" W",681610,436407,4317,6.166199999999997,-57.5748
De Velde,Estate,"L.b. Berbice r., 4 km or 2 ½ mi. above a point opp. Bartica ck.",022211,38NE,"5° 47' 6"" N","57° 40' 6"" W",639495,425993,4318,5.785099999999985,-57.6684
Devils Hole or Womuipong Falls,Falls,"Cuyuni r., l.b. Mazaruni r., l.b. Essequibo r., 28 km or 17 ½ mi. above Aranka r.",711225,17NW,"6° 49' 48"" N","59° 51' 5"" W",755898,184813,4319,6.830099999999996,-59.85150000000001
De Voedster,Estate,"R.b. Canje r., r.b. Berbice r., 15 ½ km or 9 ½ mi. from New Amsterdam.",621332,30SW,"6° 10' 30"" N","57° 26' 14"" W",682572,451611,4320,6.174999999999997,-57.4374
Devonshire Castle,Village,"Essequibo Coast, 43 ½ km or 27 mi. Northwards of Supenaam r.",221121,12NE,"7° 19' 27"" N","58° 29' 56"" W",809879,334531,4321,7.324299999999996,-58.499
De Vriend,Village,"R.b. Mahaica r., 8 km or 5 mi. up and 44 ½ km or 27 ½ mi. from Georgetown.",512311,21SW,"6° 38' 40"" N","57° 53' 50"" W",734546,400818,4322,6.64459999999999,-57.897299999999994
De Vriendschap,Estate,"L.b. Berbice r., 27 km or 17 mi. above Bartica ck.",022211,38NW,"5° 46' 18"" N","57° 45' 56"" W",638041,415215,4323,5.771899999999991,-57.7658
De Vryheid,Estate,"L.b. Berbice r., 6 km or 3 ½ mi. above a point opp. Wikki r.",022111,38SW,"5° 31' 1"" N","57° 56' 31"" W",609898,395662,4324,5.5170000000000075,-57.941900000000004
Devunapu Creek,Creek,"L.b. Ireng r., r.b. Takutu r., 35 km or 21 ½ mi. above Tumong r.",811128,49NW,"4° 57' 48"" N","59° 59' 5"" W",549361,168955,4325,4.963400000000005,-59.98480000000001
De William,Village,"West Coast Demerara, 18 ½ km or 11 ½ mi. from Vreed-en-Hoop.",3222,20NW,"6° 51' 6"" N","58° 19' 6"" W",757553,354317,4326,6.851699999999998,-58.31849999999999
De Witte Zwaan,Village,"Southern side Leguan Id., in the estuary of Essequibo r., 6 km or 3 ½ mi. Southwestwards of Enterprise.",312231,20NW,"6° 54' 11"" N","58° 27' 7"" W",763283,339579,4327,6.903099999999997,-58.452
Diaghariswau River,River,"R.b. Mushaiwau r., l.b. Kuyuwini r., l.b. Essequibo r., 8 km or 5 mi. up.",921212,77SW,"2° 8' 44"" N","59° 17' 11"" W",237367,245680,4328,2.1457999999999893,-59.28649999999999
Diamond,Estate,"L.b. Mahaica r., 10 km or 6 mi. up and 43 ½ km or 27 mi. from Georgetown.",421212,21SW,"6° 38' 16"" N","57° 55' 18"" W",733811,398115,4329,6.637899999999998,-57.9217
Diamond See Great Diamond,Village,"R.b. Demerara r., 11 km or 7 mi. from Georgetown.",41221,20SE,"6° 42' 45"" N","58° 11' 20"" W",742137,368576,4330,6.712600000000003,-58.18910000000001
Diamond,Estate,"R.b. Pomeroon r., 8 km or 5 mi. up.",212212,12NE,"7° 33' 59"" N","58° 42' 52"" W",836759,310843,4331,7.56659999999999,-58.71450000000001
Diamond Jubilee Creek,Creek,"L.b. Mahdia r., r.b. Potaro r., l.b. Essequibo r., 12 km or 7 ½ mi. up.",821212,43NE,"5° 16' 4"" N","59° 9' 7"" W",582688,261484,4332,5.267899999999995,-59.152
Didibaru Creek,Creek,"L.b. Anarika r., r.b. Essequibo r., 1 ½ km or 1 mi. up.",011222,27SE,"6° 1' 48"" N","58° 32' 59"" W",666789,328479,4333,6.030199999999983,-58.54970000000001
Digitima River,River,"L.b. Canje r., r.b. Berbice r., 53 km or 33 mi. above a point opp. Ikuruwa r.",651121,38SE,"5° 36' 12"" N","57° 35' 43"" W",619412,434053,4334,5.603500000000005,-57.595499999999994
Diharuhana Creek,Creek,"R.b. Aruka r., l.b. Barima r., 4 ½ km or 3 mi. above a point opp. Koriabo r.",112124,1SW,"8° 6' 49"" N","59° 47' 48"" W",897948,191761,4335,8.113900000000006,-59.7968
Diharu Samuku Creek,Creek,"R.b. Aruka r., l.b. Barima r., 1 ½ km or 1 mi. above a point opp. Koriabo r.",112124,1SW,"8° 7' 8"" N","59° 48' 11"" W",898511,191066,4336,8.118899999999993,-59.8031
Dikudikuru Creek,Creek,"L.b. Ituni r., l.b. Berbice r., 12 ½ km or 8 mi. up.",022111,38SW,"5° 33' 7"" N","57° 59' 42"" W",613783,389782,4337,5.5521000000000065,-57.99510000000001
Dinawud Hill,Hill,"R.b. Raadwau r., 5 ½ km or 3 ½ mi. up.",911111,70SW,"2° 34' 15"" N","59° 53' 19"" W",284541,178753,4338,2.571000000000003,-59.8886
Dingwall,Village,"Corentyne Coast, 44 ½ km or 27 ½ mi. from New Amsterdam.",631123,30SE,"6° 7' 31"" N","57° 12' 26"" W",677074,477053,4339,6.125399999999992,-57.20740000000001
Disiluku Itabu,Itabu,"R.b. Wiruni r., l.b. Berbice r., 20 ½ km or 12 ½ mi. up.",022212,38NW,"5° 45' 18"" N","57° 55' 59"" W",636219,396660,4340,5.755099999999999,-57.9333
Dispute Creek,Creek,"R.b. Mahdia r., r.b. Potaro r., l.b. Essequibo r., 19 km or 12 mi. up.",821212,43SE,"5° 13' 32"" N","59° 8' 18"" W",578020,262965,4341,5.2257,-59.13849999999999
Distress Creek,Creek,"R.b. Abary r., 3 km or 2 mi. above a point opp. Taurakuli r.",511221,38NW,"5° 58' 3"" N","57° 46' 43"" W",659700,413813,4342,5.9677,-57.77870000000001
Diurundu River,River,"R.b. Barama r., l.b. Waini r., 76 ½ km or 47 ½ mi. up.",122222,10NE,"7° 25' 35"" N","59° 35' 12"" W",821734,214446,4343,7.426500000000011,-59.5869
Dochfour,Village,"East Coast Demerara, 29 ½ km or 18 ½ mi. from Georgetown.",421146,21SW,"6° 44' 13"" N","57° 57' 5"" W",744784,394839,4344,6.73710000000001,-57.951499999999996
Doctor Fly or Windsor,Estate,"Northern end of Leguan Id., in the estuary of Essequibo r., bet. Cane Garden on the W. and Elizabeth Anne and Retrieve on the East.",312234,20NW,"6° 57' 9"" N","58° 23' 0"" W",768730,347165,4345,6.952599999999988,-58.383500000000005
Doe Park,Estate,"L.b. Canje r., r.b. Berbice r., 14 km or 8 ½ mi. from New Amsterdam.",611321,30SW,"6° 11' 7"" N","57° 26' 22"" W",683720,451379,4346,6.185399999999988,-57.43950000000001
Doe Park,Locality,"R.b. Berbice r., 4 ½ km or 3 mi. Southeastwards of Gay Park, Providence.",611,29SE,"6° 10' 45"" N","57° 30' 52"" W",683061,443077,4347,6.179399999999991,-57.514500000000005
Dog Point,Locality,"L.b. Essequibo r., 3 km or 2 mi. above Bartica.",722232,27NE,"6° 22' 40"" N","58° 36' 50"" W",705249,321493,4348,6.377799999999988,-58.61390000000001
Doime,Estate,"L.b. Essequibo r., 27 ½ km or 17 mi. above Supenaam r., being part of Het Prins Hof.",311211,19SE,"6° 44' 48"" N","58° 37' 5"" W",746049,321165,4349,6.746699999999992,-58.6181
Doitutoida Creek,Creek,"R.b. Barima r., 16 km or 10 mi. above a point opp. Kaituma r.",11222,1SE,"8° 8' 36"" N","59° 32' 38"" W",901051,219651,4350,8.143600000000001,-59.5441
Domburg,Village,"Eastern side Wakenaam Id., in the estuary of Essequibo r., 6 km or 3 ½ mi. from Good Success via Regent Cross Road.",312227,20NW,"6° 57' 48"" N","58° 27' 5"" W",769951,339663,4351,6.963400000000008,-58.45140000000001
Dome Hill,Hill,"Watershed bet. Corentyne and Essequibo rivers, 21 ½ km or 13 ½ mi. East SE. of King Edward 7th Falls on Essequibo r.",67,69SW,"3° 2' 5"" N","57° 24' 26"" W",335468,454737,4352,3.035000000000002,-57.4073
Dome Mountain,Mountain,"R.b. Meamu r., r.b. Mazaruni r., l.b. Essequibo r., 5 km or 3 mi. Southeastwards of the mouth of Karin r.",721213,24NW,"6° 16' 50"" N","60° 19' 59"" W",695420,131098,4353,6.280799999999999,-60.33330000000001
Donald Creek,Creek,"L.b. Toanoka ck., l.b. Issano r., r.b. Mazaruni r., l.b. Essequibo r., 2 km or 1 mi. up.",722131,35NW,"5° 47' 48"" N","59° 29' 5"" W",641336,224826,4354,5.7967,-59.4848
Donald River,River,"R.b. Robello r., r.b. Morabisi r., l.b. Mazaruni r., l.b. Essequibo r., 4 km or 2 ½ mi. up.",722132,34NE,"5° 56' 38"" N","59° 31' 28"" W",657653,220491,4355,5.944000000000002,-59.52459999999999
Don Carlos,Estate,"L.b. Canje r., r.b. Berbice r., 11 km or 7 mi. above Barakara r.",651123,39NW,"5° 46' 31"" N","57° 27' 6"" W",638394,449967,4356,5.775400000000001,-57.45190000000001
Donkey Rapids,Rapids,"Berbice r., 96 ½ km or 60 mi. above Yawakuri r.",02111,52SE,"4° 43' 48"" N","58° 13' 4"" W",522941,364910,4357,4.729999999999999,-58.21800000000001
Doornboom,Estate,"R.b. Berbice r., 3 km or 2 mi. below a point opp. Wiruni r.",022222,38SW,"5° 40' 8"" N","57° 49' 6"" W",626684,409355,4358,5.668999999999993,-57.8186
Doornhaag,Village,"Western side Leguan Id., in the estuary of Essequibo r., 3 ½ km or 2 mi. Northwestwards of Enterprise.",312233,20NW,"6° 56' 10"" N","58° 24' 54"" W",766940,343666,4359,6.936300000000002,-58.4151
Doornloof,Estate,"R.b. Berbice r., 21 km or 13 mi. above a point opp. Wiruni r.",022222,38SW,"5° 33' 34"" N","57° 54' 49"" W",614603,398782,4360,5.559599999999993,-57.9139
Doornroos,Estate,"L.b. Berbice r., 12 km or 7 ½ mi. above Wiruni r.",022212,38SW,"5° 36' 31"" N","57° 53' 0"" W",620036,402147,4361,5.608800000000008,-57.8835
Dora,Estate,"R.b. Demerara r., 67 km or 41 ½ mi. up.",411121,28NW,"6° 17' 4"" N","58° 15' 58"" W",694830,359939,4362,6.284599999999999,-58.2661
Dorabisi Creek,Creek,"R.b. Demerara r., 10 ½ km or 6 ½ mi. above Karakara r., Linden.",01212,37NW,"5° 57' 47"" N","58° 18' 8"" W",659313,355831,4363,5.963299999999993,-58.302499999999995
Dorchester or Aurora,Estate,"L.b. Demerara r., 49 km or 30 ½ mi. up.",331122,28NW,"6° 24' 43"" N","58° 17' 35"" W",708949,356971,4364,6.412200000000005,-58.29330000000001
Dorothea Creek,Creek,"L.b. Konawaruk r., l.b. Essequibo r., 41 km or 25 ½ mi. up.",821221,43SE,"5° 8' 12"" N","59° 3' 27"" W",568148,271893,4365,5.1368000000000045,-59.05769999999999
Dorothy Creek,Creek,"L.b. Konawaruk r., l.b. Essequibo r., 41 km or 25 ½ mi. up.",821221,43SE,"5° 8' 23"" N","59° 3' 35"" W",568477,271669,4366,5.139699999999995,-59.0597
Double Jack Creek,Creek,"R.b. Mahaicony r., 52 ½ km or 32 ½ mi. up.",511121,29NW,"6° 18' 10"" N","57° 52' 10"" W",696781,403802,4367,6.303000000000007,-57.869699999999995
Doubtful Creek,Creek,"R.b. Tassawini ck., l.b. Huri r., l.b. Barama r., l.b. Waini r., 1 km or ½ mi. up.",122214,5SE,"7° 29' 48"" N","59° 35' 5"" W",829505,214726,4368,7.496799999999997,-59.58480000000001
Dove Creek,Creek,"R.b. Berbice r., 72 km or 44 ½ mi. above a poi nt opp. Yawakuri r.",021111,52NE,"4° 51' 11"" N","58° 13' 55"" W",536574,363384,4369,4.853299999999999,-58.232
Dove Creek,Creek,"L.b. Konawaruk r., l.b. Essequibo r., 33 km or 20 ½ mi. up.",821221,43SE,"5° 10' 55"" N","59° 2' 43"" W",573147,273282,4370,5.182000000000003,-59.04529999999999
Dowharpawa Falls,Falls,"Takutu r., 75 km or 46 ½ mi. above Ireng r.",911128,64SW,"3° 8' 58"" N","59° 54' 48"" W",348575,176139,4371,3.14949999999999,-59.913599999999995
Dowbarwau River,River,"R.b. Rupununi r., l.b. Essequibo r., 21 km or 13 mi. above Katiwau r.",912221,70NE,"2° 51' 27"" N","59° 31' 14"" W",316172,219778,4372,2.857700000000002,-59.5206
Dowdowichpau Rapids,Rapids,"Kuyuwini r., l.b. Essequibo r., 213 km or 132 ½ mi. up, at Kuyuwini landing.",921212,77SE,"2° 5' 56"" N","59° 15' 0"" W",232175,249713,4373,2.098899999999998,-59.25020000000001
Dress Island,Island,"Mazaruni r., l.b. Essequibo r., 1 km or ½  mi. above Bartica.",722231,27NE,"6° 24' 41"" N","58° 37' 32"" W",708979,320188,4374,6.411499999999985,-58.6258
Drikaisanuku Creek,Creek,"R.b. Barima r., 20 km or 12 mi. above a point opp. Kaituma r.",112223,1SE,"8° 7' 38"" N","59° 30' 45"" W",899225,223114,4375,8.12729999999999,-59.5126
Drill,Estate,"East Coast Demerara, 53 ½ km or 33 mi. from Georgetown.",512323,21SW,"6° 35' 49"" N","57° 49' 13"" W",729279,409300,4376,6.5971000000000055,-57.82050000000001
Drios Fall,Fall,"Corentyne r., 4 km or 2 ½ mi. above New r.",67,68NE,"3° 18' 36"" N","57° 35' 48"" W",365886,433709,4377,3.3100999999999985,-57.5967
Druktawau River,River,"L.b. Totowau r., l.b. Kwitaro r., l.b. Rewa r., r.b. Rupununi r., l.b. Essequibo r., 26 km or 16 mi. up.",912,77NE,"2° 24' 49"" N","59° 4' 48"" W",266975,268677,4378,2.413800000000003,-59.080200000000005
Drum Hill,Hill,"R.b. Barima r., 61 km or 38 mi. above a point opp. Kaituma r.",112223,6NW,"7° 51' 48"" N","59° 26' 5"" W",869982,231522,4379,7.863399999999991,-59.4348
Drysdale,Estate,"L.b. Demerara r., 12 km or 7 ½ mi. below Kamuni r.",331232,20SE,"6° 36' 22"" N","58° 13' 24"" W",730382,364761,4380,6.606200000000008,-58.2233
Dryshore,Village,"L.b. Essequibo r., 6 ½ km or 4 mi. Northwards of Supenaam r.",221242,12SE,"7° 1' 11"" N","58° 30' 4"" W",776203,334171,4381,7.019799999999994,-58.5013
Dubalikabura Creek,Creek,"L.b. Berbice r., 6 km or 3 ½ mi. below Wiruni r.",022211,38SW,"5° 39' 48"" N","57° 48' 4"" W",626056,411258,4382,5.6634,-57.80140000000001
Dublin,Estate,"R.b. Pomeroon r., 7 km or 4 ½ mi. below Charity.",212232,12NE,"7° 27' 2"" N","58° 36' 34"" W",823895,322378,4383,7.450700000000001,-58.6095
Dubuli,Locality,"L.b. Berbice r., 3 km or 2 mi. above Wiruni r.",022212,38SW,"5° 40' 48"" N","57° 51' 4"" W",627906,405723,4384,5.6800999999999915,-57.851400000000005
Dubuli Creek,Creek,"L.b. Berbice r., 3 km or 2 mi. above Wiruni r.",022212,38SW,"5° 40' 48"" N","57° 51' 4"" W",627906,405723,4385,5.6800999999999915,-57.851400000000005
Duburikabra Creek,Creek,"L.b. Berbice r., 37 ½ km or 23 ½ mi. above a point opp. Wikki r.",021221,46NW,"5° 20' 54"" N","58° 1' 23"" W",591269,386638,4386,5.3483999999999945,-58.0231
Duck Creek,Creek,"L.b. Berbice r., 12 km or 7 ½ mi. above Christmas Falls.",021111,52SE,"4° 33' 46"" N","58° 12' 54"" W",504448,365193,4387,4.562799999999986,-58.2152
Duck River See Araparu River,River,"L.b. Corentyne r., 54 km or 33 ½ mi. up.",64222,39SE,"5° 32' 30"" N","57° 12' 22"" W",612570,477170,4388,5.541899999999993,-57.2061
Duckla Falls,Falls,"Burroburro r., r.b. Siparuni r., l.b. Essequibo r., 17 km or 10 ½ mi. up.",822212,51SW,"4° 40' 56"" N","58° 50' 42"" W",517813,295324,4389,4.6823,-58.845200000000006
Duggins Creek,Creek,"R.b. Berbice r., 73 ½ km or 45 ½ mi. above a point opp. Yawakuri r.",021112,52NE,"4° 51' 20"" N","58° 13' 45"" W",536826,363682,4390,4.855599999999996,-58.229299999999995
Duiduina Creek,Creek,"L.b. Aruka r., l.b. Barima r., ½ km or ¼   mi. above Koriabo r.",112124,1SW,"8° 7' 25"" N","59° 48' 22"" W",899053,190736,4391,8.123800000000017,-59.80619999999999
Duiduinasanuku Creek,Creek,"L.b. Aruka r., l.b. Barima r., 2 km or 1 mi. above Koriabo r.",112124,1SW,"8° 7' 2"" N","59° 47' 44"" W",898343,191899,4392,8.11739999999999,-59.7956
Duke Creek See Unabaru Creek,Creek,"R.b. Demerara r., 22 ½ km or 14 mi. above Ororo Marali or Great Falls.",012312,44SE,"5° 11' 40"" N","58° 37' 7"" W",574400,320596,4393,5.194600000000004,-58.6186
Dukalabra Creek,Creek,"L.b. Supenaam r., l.b. Essequibo r., 22 ½ km or 14 mi. up.",222121,19NE,"6° 55' 0"" N","58° 39' 53"" W",764872,316048,4394,6.916799999999995,-58.6649
Dukalabu Island,Island,"Estuary of Essequibo r., 4 km or 2 ½ mi. from its right bank, opp. the mouth of Bonasika r.",312125,19NE,"6° 46' 3"" N","58° 32' 25"" W",748324,329766,4395,6.7676,-58.5403
Dukaliballi Creek,Creek,"R.b. Wikki r., r.b. Berbice r., 15 km or 9 ½ mi. up.",022222,38SW,"5° 32' 16"" N","57° 50' 16"" W",612178,407178,4396,5.537799999999989,-57.83800000000001
Dukalika River,River,"R.b. Ituni r., l.b. Berbice r., 30 km or 18 ½ mi. up.",022111,37SE,"5° 32' 5"" N","58° 6' 22"" W",611890,377479,4397,5.534799999999997,-58.1061
Dukalikuru Creek,Creek,"R.b. Yawakuri r., l.b. Berbice r., 12 km or 7 ½ mi. up.",021211,45NE,"5° 16' 51"" N","58° 12' 42"" W",583858,365724,4398,5.281,-58.21169999999999
Dukestown,Township,"L.b. Corentyne r., 71 km or 44 mi. from New Amsterdam, being part of No. 77, Corriverton.",641323,39NE,"5° 54' 9"" N","57° 8' 15"" W",652432,484772,4399,5.902500000000002,-57.1376
Dukwarri Fall,Fall,"Cuyuni r., l.b. Mazaruni r., l.b. Essequibo r., 38 km or 23 ½ mi. above Aranka r.",71122,14NW,"6° 49' 48"" N","59° 54' 5"" W",755931,179282,4400,6.830099999999996,-59.901500000000006
Dukwarri Landing,Locality,"L.b. Cuyuni r., l.b. Mazaruni r., l.b. Essequibo r., 35 km or 21 ½ mi. above Aranka r.",711224,17NW,"6° 50' 48"" N","59° 53' 5"" W",757765,181137,4401,6.8466999999999985,-59.8848
Dukwarri River,River,"L.b. Cuyuni r., l.b. Mazaruni r., l.b. Essequibo r. 35 km or 21 ½ mi. up.",71122,17NW,"6° 50' 48"" N","59° 53' 5"" W",757765,181137,4402,6.8466999999999985,-59.8848
Dumbarton Castle,Estate,"R.b. Pomeroon r., 9½ km or 6 mi. up.",212213,12NE,"7° 33' 44"" N","58° 41' 47"" W",836268,312809,4403,7.562199999999985,-58.69670000000001
Dunari Rapids,Rapids,"Burroburro r., r.b. Siparuni r., l.b. Essequibo r., 38 ½ km or 24 mi. up.",82221,51SW,"4° 32' 46"" N","58° 50' 21"" W",502770,295946,4404,4.546299999999998,-58.8392
Dunari River,River,"R.b. Burroburro r., r.b. Siparuni r., l.b. Essequibo r., 47 km or 29 mi. up.",82221,51SW,"4° 32' 50"" N","58° 50' 3"" W",502893,296491,4405,4.547399999999983,-58.8343
Dunclain Creek,Creek,"R.b. Gilt ck., l.b. Omai r., l.b. Essequibo r., 1 ½ km or 1 mi. up.",722224,44NW,"5° 27' 5"" N","58° 46' 19"" W",602858,303663,4406,5.451499999999994,-58.7721
Dundee,Village,"East Coast Demerara, 62 ½ km or 39 mi. from Georgetown.",521223,21SW,"6° 33' 30"" N","57° 46' 3"" W",725012,415124,4407,6.558499999999997,-57.7677
Dunkeld,Estate,"Essequibo Coast, 48 km or 30 mi. Northwards or Supenaam r.",221114,12NE,"7° 20' 45"" N","58° 30' 11"" W",812271,334070,4408,7.345899999999998,-58.50330000000001
Dunoon,Estate,"L.b. Demerara r., 46 ½ km or 29 mi. up.",331211,28NW,"6° 26' 17"" N","58° 18' 9"" W",711817,355938,4409,6.438099999999987,-58.3027
Dunrobin,Village,"East Coast Berbice, 10 ½ km or 6 ½ mi. from New Amsterdam.",621121,30NW,"6° 18' 7"" N","57° 27' 25"" W",696616,449445,4410,6.3020999999999985,-57.4571
Dupurikabura Creek,Creek,"L.b. Wikki River, r.b. Berbice r., 40 km or 25 mi. up.",022121,46NW,"5° 22' 1"" N","57° 47' 3"" W",593310,413106,4411,5.367199999999994,-57.784299999999995
Durabana Creek,Creek,"R.b. Demerara r., 66 km or 41 mi. up.",411121,28NW,"6° 17' 42"" N","58° 16' 2"" W",695998,359819,4412,6.295099999999991,-58.2673
Durabana Creek,Creek,"L.b. Waini r., 82 km or 51 mi. above Barama r.",121221,11NW,"7° 17' 48"" N","59° 21' 5"" W",807231,240378,4413,7.296799999999997,-59.3514
Durabana Rapid,Rapid,"Essequibo r., 43 km or 26 ½ mi. above Bartica.",011222,27SE,"6° 2' 41"" N","58° 36' 11"" W",668434,322561,4414,6.044899999999992,-58.6033
Durabana River,River,"R.b. Warimia ck., r.b. Bonasika r., r.b. Essequibo r., 3 km or 2 mi. up.",321212,20SW,"6° 41' 29"" N","58° 28' 14"" W",739878,337435,4415,6.691399999999993,-58.470699999999994
Durban,Locality,"R.b. Mazaruni r., l.b. Essequibo r., 16 ½ km or 10 mi. up.",722239,27NE,"6° 19' 35"" N","58° 41' 51"" W",699614,312224,4416,6.326599999999992,-58.6975
Durban Island,Island,"Mazaruni r., l.b. Essequibo r., 16 km or 10 mi. up.",722239,27NE,"6° 19' 32"" N","58° 42' 18"" W",699518,311389,4417,6.325699999999983,-58.7051
Durban Backlands,Township,"R.b. Demerara r., at its mouth, being part of Georgetown.",413621,20NE,"6° 47' 48"" N","58° 8' 9"" W",751442,374463,4418,6.7969000000000035,-58.136
Durban Park,Locality,"R.b. Demerara r., at its mouth, being part of Georgetown.",413611,20NE,"6° 48' 14"" N","58° 8' 49"" W",752236,373251,4419,6.803999999999999,-58.147000000000006
Durena,Locality,"R.b. Mahaica r., 26 km or 16 mi. above a point opp. Maduni r.",511111,28NE,"6° 21' 24"" N","58° 4' 52"" W",702786,380412,4420,6.3568999999999924,-58.081199999999995
Durukwaru River,River,"R.b. Kuliserabo r., l.b. Demerara r., 12 ½ km or 8 mi. up.",331121,28NW,"6° 17' 35"" N","58° 16' 6"" W",695779,359674,4421,6.293100000000009,-58.2686
Durukwau River,River,"R.b. Marurawau r., r.b. Katiwau or Sand r., r.b. Rupununi r., l.b. Essequibo r., 15 km or 9 ½ mi. up.",912312,71NE,"2° 47' 51"" N","59° 12' 23"" W",309464,254708,4422,2.797699999999993,-59.20640000000001
Durungbang,Locality,"L.b. Issororo r., l.b. Pomeroon r., at its mouth.",2112,12NW,"7° 15' 3"" N","58° 52' 42"" W",801909,292597,4423,7.250900000000003,-58.878499999999995
Dutch Cut,Stream,"Portion of Morebo Itabu, from Maruiwa r., to Sabaina r., on Watershed bet. r.b. Barima r. and l.b. Waini r.",1211,6NW,"7° 52' 48"" N","59° 21' 5"" W",871773,240727,4424,7.880099999999994,-59.3514
Dutchman Creek,Creek,"R.b. Pomeroon r., 9 ½ km or 6 mi. above Charity.",212241,12NE,"7° 19' 43"" N","58° 38' 48"" W",810427,318205,4425,7.328800000000003,-58.646899999999995
Dutchman Point,Point,"L.b. Mora Passage, l.b. Waini r., 5 ½ km or 3 ½ mi. up.",112125,1NE,"8° 18' 46"" N","59° 44' 48"" W",919932,197437,4426,8.312799999999994,-59.746700000000004
